,Angry,Device,Lab_sub,Max,Mean,Min,Mood,Peak,Perc20,Perc80,QuartDev,SessionID,Start_time,Std,Strong_Peak,dataQual,derivative,endTime
96,Low,A012B4,1.0,0.153813015324,0.0182815353311,-0.131951228194,Positive,2.5,-0.0391936620759,0.0659237374325,0.0768251829008,S1_24,1557223547.5,0.0719248709359,0.0,0.166666666667,-0.00230734485761,1557223667.5
97,Low,A012B4,1.0,0.0805084778074,0.0102246402432,-0.0641238385355,Positive,0.833333333333,-0.00877566395888,0.0153163159445,0.0177748504677,S1_24,1557223607.5,0.0306172289783,0.0,0.0,-0.000667505347418,1557223727.5
98,Low,A012B4,1.0,0.0161655210916,0.0150329373835,0.014207995066,Positive,0.0,0.0147802380517,0.0152203343692,0.000352602066123,S1_24,1557223667.5,0.000311139271588,0.0,0.0,-3.26254337595e-05,1557223787.5
99,Low,A012B4,1.0,0.0172208887076,0.015045701121,0.0144009597978,Positive,0.0,0.0147534299381,0.0153758189818,0.000498294492267,S1_24,1557223727.5,0.000398239981377,0.0,0.0,-4.23893272618e-05,1557223847.5
100,Low,A012B4,1.0,0.01565390849,0.0146137717808,0.0130740762347,Positive,0.0,0.0142848356219,0.0150324399639,0.000566054872993,S1_24,1557223787.5,0.000575768657353,0.0,0.0,6.34117483834e-06,1557223907.5
101,Low,A012B4,1.0,0.0535220979099,0.000502506905146,-0.113135104266,Positive,0.833333333333,-0.00245957802308,0.0150617599217,0.0124773228775,S1_24,1557223847.5,0.0346264045555,0.0,0.0,0.00066986385585,1557223967.5
102,Low,A012B4,1.0,0.0506393882584,-0.00403694290599,-0.115120533542,Positive,2.5,-0.00987908247263,0.0160688846473,0.0205510024447,S1_24,1557223907.5,0.0352385730163,0.0,0.125,0.000372079201285,1557224027.5
103,Low,A012B4,1.0,0.0610338436954,0.00535653128866,-0.0313481715249,Positive,1.66666666667,-0.0105928795795,0.0140919119981,0.0201140468882,S1_24,1557223967.5,0.0173232428332,0.0,0.0,-0.000807022597264,1557224087.5
104,Low,A012B4,1.0,0.0662436920024,0.0109099260196,-0.0351168535193,Positive,0.0,0.0127938230999,0.0140824991255,0.000923999412402,S1_24,1557224027.5,0.0145456909977,0.0,0.0416666666667,-0.000856356603831,1557224147.5
105,Low,A012B4,1.0,0.0467943433902,0.0127709525971,-0.0108613526402,Positive,0.0,0.0132216923216,0.0145107376702,0.00103212030847,S1_24,1557224087.5,0.00733076318736,0.0,0.0,0.000586265316932,1557224207.5
106,Low,A012B4,1.0,0.131508745465,0.0407924357295,-0.0256301089629,Positive,1.66666666667,0.0126981297128,0.080161544498,0.0562136694044,S1_24,1557224147.5,0.0436568759748,0.0,0.0,0.00194645403385,1557224267.5
107,Low,A012B4,1.0,0.136922571221,0.0862932488088,-0.0923002039521,Positive,1.66666666667,0.0374366614502,0.1324280922,0.0786131989167,S1_24,1557224207.5,0.0543775243642,0.0,0.0,-0.00263153770158,1557224327.5
108,Low,A012B4,1.0,0.137072367668,0.0646642768017,-0.0585138509648,Positive,0.833333333333,0.0158981786143,0.132714297392,0.107747039592,S1_24,1557224267.5,0.0587844933316,0.0,0.0833333333333,-0.00163183689544,1557224387.5
109,Low,A012B4,1.0,0.0598141779562,0.0254597651859,0.00807622460256,Positive,0.833333333333,0.0139945795878,0.0397013054196,0.021385992304,S1_24,1557224327.5,0.0151099355586,0.0,0.0,-5.49518339196e-05,1557224447.5
110,Low,A012B4,1.0,0.0818515842731,0.0168738783408,-0.0375878133144,Positive,0.0,0.00238720552937,0.0305217902776,0.0178000923409,S1_24,1557224387.5,0.0230884667195,0.0,0.0,-0.000124634710118,1557224507.5
111,Low,A012B4,1.0,0.0817068512296,0.0174236837132,-0.0360427976714,Positive,0.0,-0.0011164021101,0.0301304268565,0.027457325853,S1_24,1557224447.5,0.0237607306259,0.0,0.0,-4.44130761392e-06,1557224567.5
112,Low,A012B4,1.0,0.0309411989097,0.0178106359005,-0.00744879841171,Positive,0.0,0.0137011492644,0.0248413573478,0.00835852428151,S1_24,1557224507.5,0.00864354376843,0.0,0.0416666666667,-0.000240801343333,1557224627.5
113,Low,A012B4,1.0,0.0321688458922,0.0122956115599,-0.00639259363468,Positive,0.0,0.00389567326703,0.0180986841585,0.0121027330948,S1_24,1557224567.5,0.00905789201396,0.0,0.0,-0.000201223274163,1557224687.5
114,Low,A012B4,1.0,0.0555806681744,0.0091640810155,-0.0228984632349,Positive,0.833333333333,-0.00238846839097,0.0172087405368,0.0112762611279,S1_24,1557224627.5,0.0160601773038,0.0,0.0,-0.000661849062415,1557224747.5
115,Low,A012B4,1.0,0.0547760790485,0.00658051448697,-0.0236850394905,Positive,0.833333333333,-0.0102780067297,0.0205725246038,0.0242785671276,S1_24,1557224687.5,0.0194897367943,0.0,0.0,-0.0010723943611,1557224807.5
